CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase,CommuteDistance
21030,Lindsay,Xu,19/10/1981,S,F,30000,0,Bachelors,Clerical,0,0,10/02/2013,0-1 Miles
21031,Cassie,She,02/03/1981,S,F,30000,0,Bachelors,Clerical,0,0,14/02/2013,0-1 Miles
21032,Brendan,Shan,15/04/1975,S,M,20000,0,Partial College,Manual,1,1,12/11/2013,2-5 Miles
21033,Preston,Subram,10/05/1975,S,M,30000,0,Bachelors,Clerical,0,0,11/02/2013,0-1 Miles
21034,Jacqueline,Kelly,23/03/1975,S,F,30000,0,Bachelors,Clerical,0,0,03/09/2012,1-2 Miles
21035,Roy,Sanchez,13/01/1975,M,M,30000,1,Bachelors,Clerical,1,0,11/12/2012,1-2 Miles
21036,Ruben,Hernandez,18/06/1980,M,M,30000,1,Bachelors,Clerical,1,0,16/09/2012,0-1 Miles
21037,Bruce,Arun,14/10/1980,M,M,40000,0,Graduate Degree,Clerical,1,0,12/12/2012,0-1 Miles
21038,Pedro,Lopez,23/02/1975,M,M,40000,0,Graduate Degree,Clerical,1,0,03/12/2013,0-1 Miles
21039,Jill,Ramos,02/09/1974,S,F,50000,0,Graduate Degree,Skilled Manual,0,0,03/09/2012,0-1 Miles
21040,Chad,Luo,19/09/1974,S,M,50000,0,Graduate Degree,Skilled Manual,0,0,28/08/2012,0-1 Miles
21041,Eddie,Serrano,04/05/1958,M,M,20000,2,Partial College,Manual,1,1,04/02/2013,2-5 Miles
21042,Jon,Liang,07/02/1958,M,M,20000,2,Partial College,Manual,1,1,29/10/2013,1-2 Miles
21043,Johnathan,McDonald,07/12/1956,M,M,10000,4,High School,Manual,0,2,30/08/2013,0-1 Miles
21044,Franklin,Zheng,06/01/1957,M,M,20000,2,Partial College,Manual,1,1,21/10/2012,1-2 Miles
21045,Evelyn,Prasad,31/10/1964,S,F,10000,2,High School,Manual,1,2,03/12/2013,0-1 Miles
21046,Terrance,Suri,09/09/1964,M,M,10000,2,High School,Manual,0,2,16/08/2013,0-1 Miles
21047,Sheena,Andersen,23/01/1979,S,F,20000,1,Partial College,Manual,0,0,03/11/2013,0-1 Miles
21048,Karen,Liang,15/12/1973,M,F,20000,1,Partial College,Manual,1,1,17/02/2013,2-5 Miles
21049,James,Sharma,06/12/1973,S,M,20000,1,Partial College,Manual,0,1,16/07/2013,2-5 Miles
21050,Alan,Cai,03/08/1973,M,M,30000,1,Bachelors,Clerical,1,0,14/02/2013,0-1 Miles
21051,Sabrina,Alonso,21/11/1984,M,F,30000,1,Bachelors,Clerical,1,0,13/11/2013,2-5 Miles
21052,Sheena,Xu,08/09/1973,S,F,30000,1,Bachelors,Clerical,0,0,03/12/2013,1-2 Miles
21053,Jamie,Vazquez,08/02/1974,M,M,30000,1,Bachelors,Clerical,1,0,22/10/2012,2-5 Miles
21054,Keith,Jai,20/05/1974,M,M,40000,0,Graduate Degree,Clerical,1,0,13/12/2013,0-1 Miles
21055,Kristi,Carlson,03/01/1974,M,F,40000,0,Graduate Degree,Clerical,1,0,13/08/2013,0-1 Miles
21056,Walter,Munoz,07/05/1974,M,M,40000,0,Graduate Degree,Clerical,1,0,10/10/2012,0-1 Miles
21057,Elizabeth,Butler,06/09/1930,M,F,80000,5,Bachelors,Skilled Manual,1,0,04/11/2013,0-1 Miles
21058,Meredith,Suri,18/08/1972,S,F,10000,3,High School,Manual,1,1,23/06/2013,0-1 Miles
21059,Misty,Chande,03/08/1972,M,F,20000,1,Partial College,Manual,1,1,04/02/2013,2-5 Miles
21060,Jaclyn,Tang,17/02/1973,S,F,30000,1,Bachelors,Clerical,0,0,08/10/2012,1-2 Miles
21061,Desiree,Suarez,14/06/1978,M,F,30000,1,Bachelors,Clerical,1,1,10/02/2013,2-5 Miles
21062,Miranda,Barnes,03/02/1984,S,F,30000,1,Bachelors,Clerical,0,1,13/03/2013,0-1 Miles
21063,Louis,Li,19/04/1977,M,M,10000,5,Partial High School,Manual,0,2,21/04/2013,0-1 Miles
21064,Colleen,Sun,19/05/1972,S,F,20000,1,High School,Manual,0,1,20/03/2013,1-2 Miles
21065,Robert,Thompson,02/03/1984,M,M,40000,0,Bachelors,Clerical,1,0,19/08/2013,0-1 Miles
21066,Ebony,Arun,06/04/1977,M,F,30000,1,Bachelors,Skilled Manual,1,2,17/01/2014,0-1 Miles
21067,Frank,Jimenez,01/03/1976,S,M,10000,5,Partial High School,Manual,1,1,27/10/2012,0-1 Miles
21068,Lawrence,Jimenez,28/07/1970,S,M,10000,4,Partial High School,Manual,1,2,05/04/2013,0-1 Miles
21069,Colin,Lu,14/06/1971,M,M,10000,4,Partial High School,Manual,0,2,15/11/2013,0-1 Miles
21070,Latoya,Yuan,03/07/1970,M,F,20000,2,High School,Manual,0,1,15/02/2013,0-1 Miles
21071,Lindsey,Pal,08/01/1976,S,F,20000,2,High School,Manual,1,1,05/10/2012,0-1 Miles
21072,Dominic,Sanchez,19/02/1976,S,M,20000,2,High School,Manual,1,1,14/03/2013,0-1 Miles
21073,Catherine,Kelly,04/05/1971,S,F,20000,2,High School,Manual,1,2,01/08/2013,0-1 Miles
21074,Diane,Carlson,06/03/1976,M,F,30000,1,Bachelors,Skilled Manual,1,2,24/06/2013,0-1 Miles
21075,Manuel,Rana,07/12/1970,M,M,30000,1,Bachelors,Skilled Manual,1,2,16/04/2013,0-1 Miles
21076,Terrence,Nath,31/05/1970,S,M,10000,3,Partial High School,Manual,1,2,23/11/2013,0-1 Miles
21077,Rachel,James,05/10/1969,S,F,10000,3,Partial High School,Manual,1,2,04/07/2013,0-1 Miles
21078,Grace,Gray,05/08/1980,S,F,10000,3,Partial High School,Manual,1,2,27/10/2013,0-1 Miles
21079,Lee,Carlson,09/11/1969,S,M,20000,3,High School,Manual,1,0,23/07/2013,0-1 Miles
21080,Ebony,Lopez,16/01/1970,M,F,30000,1,Bachelors,Skilled Manual,1,2,10/01/2014,0-1 Miles
21081,Xavier,Smith,07/09/1969,S,M,30000,2,Bachelors,Skilled Manual,1,0,30/11/2013,0-1 Miles
21082,Jason,Edwards,15/08/1975,S,M,30000,2,Partial College,Manual,1,0,22/07/2013,0-1 Miles
21083,Trisha,Chen,16/12/1974,S,F,20000,3,High School,Manual,1,2,21/01/2014,0-1 Miles
21084,Clarence,Deng,21/05/1944,M,M,10000,4,High School,Manual,0,2,16/04/2013,0-1 Miles
21085,Leslie,Vazquez,16/05/1939,M,F,20000,2,Partial College,Manual,1,1,09/01/2014,2-5 Miles
21086,Katelyn,Bell,26/10/1938,M,F,20000,2,Partial College,Manual,1,1,14/08/2013,2-5 Miles
21087,Rebecca,Scott,19/02/1972,S,F,40000,0,Bachelors,Professional,0,0,06/09/2013,0-1 Miles
21088,Alvin,Anand,24/11/1976,S,M,30000,2,Partial College,Clerical,1,1,05/04/2013,0-1 Miles
21089,Yiroyuki,Sato,10/06/1976,S,F,30000,2,Partial College,Clerical,1,1,12/04/2013,0-1 Miles
21090,Thomas,Garcia,24/12/1970,S,M,30000,2,Partial College,Clerical,1,1,30/03/2013,0-1 Miles
21091,Ashley,Jenkins,15/04/1976,S,F,30000,2,Partial College,Clerical,1,2,20/07/2013,0-1 Miles
21092,Gina,Gutierrez,05/08/1969,M,F,40000,1,Bachelors,Skilled Manual,1,0,24/10/2012,0-1 Miles
21093,Jacquelyn,Castro,29/09/1975,M,F,40000,1,Bachelors,Skilled Manual,1,0,20/11/2012,0-1 Miles
21094,Alison,Sharma,13/05/1980,S,F,30000,2,Partial College,Clerical,1,2,05/11/2013,0-1 Miles
21095,Lance,Munoz,02/12/1974,S,M,30000,2,Partial College,Clerical,1,2,26/04/2013,0-1 Miles
21096,Jon,Lin,02/03/1969,S,M,30000,3,Partial College,Clerical,1,0,26/10/2013,0-1 Miles
21097,Gary,Ruiz,19/12/1982,M,M,20000,0,High School,Manual,0,1,19/08/2013,2-5 Miles
21098,Steve,Ma,10/08/1984,M,M,20000,4,High School,Manual,0,2,02/08/2013,0-1 Miles
21099,Sandra,Liu,21/10/1984,S,F,20000,4,High School,Manual,1,2,13/05/2013,0-1 Miles
21100,Sandra,Zhang,20/12/1984,S,F,30000,3,Partial College,Clerical,1,1,11/12/2013,0-1 Miles
21101,Meagan,Perez,04/09/1984,S,F,30000,3,Partial College,Clerical,1,2,21/09/2013,0-1 Miles
21102,Willie,Zheng,29/08/1968,M,M,40000,1,Bachelors,Skilled Manual,1,0,03/09/2013,0-1 Miles
21103,Francis,Hernandez,20/01/1969,M,M,40000,1,Bachelors,Skilled Manual,1,0,30/10/2012,0-1 Miles
21104,Robin,Gutierrez,30/12/1968,M,F,40000,1,Bachelors,Skilled Manual,1,0,07/11/2012,0-1 Miles
21105,Cory,Sara,02/05/1974,M,M,40000,1,Bachelors,Skilled Manual,1,0,09/11/2012,0-1 Miles
21106,Katie,Sharma,09/07/1967,M,F,40000,1,Bachelors,Skilled Manual,1,1,31/10/2012,0-1 Miles
21107,Kaitlin,Rodriguez,22/09/1973,M,F,40000,1,Bachelors,Skilled Manual,1,1,10/09/2013,0-1 Miles
21108,Kristine,Martin,22/05/1968,M,F,40000,1,Bachelors,Skilled Manual,1,1,11/09/2013,0-1 Miles
21109,Katie,Pal,27/08/1983,S,F,30000,4,Partial College,Clerical,1,1,11/11/2013,0-1 Miles
21110,Brent,Zeng,04/02/1984,M,M,30000,4,Partial College,Clerical,0,2,14/02/2013,0-1 Miles
21111,Ricardo,Deng,14/06/1984,S,M,30000,4,Partial College,Clerical,1,2,08/02/2013,0-1 Miles
21112,Johnathan,Prasad,14/09/1982,M,M,30000,5,Partial College,Clerical,0,3,31/05/2013,0-1 Miles
21113,Laura,Cai,07/01/1983,S,F,30000,0,Partial College,Clerical,1,1,02/01/2014,2-5 Miles
21114,Savannah,Murphy,04/05/1983,M,F,30000,0,Partial College,Clerical,0,1,28/03/2013,0-1 Miles
21115,Bobby,Raman,29/12/1982,S,M,30000,0,Partial College,Clerical,1,1,21/04/2013,2-5 Miles
21116,Carson,Russell,12/06/1982,M,M,20000,0,High School,Manual,0,1,28/10/2013,2-5 Miles
21117,Bryant,Sara,20/11/1980,S,M,10000,0,Partial High School,Manual,1,2,21/08/2013,0-1 Miles
21118,Lisa,Hu,19/09/1980,S,F,20000,0,High School,Manual,0,1,16/07/2013,5-10 Miles
21119,Edward,Campbell,21/07/1981,S,M,20000,0,High School,Manual,0,1,27/09/2013,5-10 Miles
21120,Roger,Chen,08/01/1982,M,M,30000,0,Partial College,Clerical,0,1,02/02/2013,0-1 Miles
21121,Garrett,Reed,02/07/1980,S,M,20000,0,Partial High School,Manual,0,1,16/04/2013,5-10 Miles
21122,Julie,Xie,07/04/1985,M,F,10000,0,Partial High School,Manual,1,2,11/04/2013,0-1 Miles
21123,Carl,Luo,09/02/1980,S,M,20000,0,Partial High School,Manual,1,2,13/10/2013,1-2 Miles
21124,Mallory,Alvarez,19/12/1979,S,F,20000,0,Partial High School,Manual,0,2,13/12/2013,0-1 Miles
21125,Bruce,Rana,30/05/1981,S,M,30000,0,Partial College,Clerical,1,1,01/09/2013,2-5 Miles
21126,Kaitlin,Gonzalez,06/05/1981,S,F,30000,0,Partial College,Clerical,0,1,22/04/2013,2-5 Miles
21127,Crystal,Zheng,21/01/1981,S,F,30000,0,Partial College,Clerical,1,1,14/08/2013,2-5 Miles
21128,Kenneth,Andersen,17/12/1980,S,M,30000,0,Partial College,Clerical,0,1,28/06/2013,0-1 Miles
21129,Rafael,Wang,13/09/1980,S,M,30000,0,Partial College,Clerical,1,1,18/12/2013,2-5 Miles
21130,Mackenzie,Ward,14/06/1981,M,F,40000,1,Bachelors,Skilled Manual,1,0,28/10/2012,1-2 Miles
21131,Gilbert,Nath,05/10/1978,S,M,20000,0,Partial High School,Manual,0,2,26/06/2013,0-1 Miles
21132,Jeffery,Hu,02/12/1979,S,M,30000,0,Partial College,Clerical,0,1,05/06/2013,0-1 Miles
21133,April,Kumar,02/08/1985,S,F,30000,0,Partial College,Clerical,0,1,23/10/2013,2-5 Miles
21134,Bob,Chapman,30/08/1985,S,M,20000,0,Partial High School,Manual,0,2,10/05/2013,0-1 Miles
21135,Raul,Raji,25/04/1986,M,M,20000,0,Partial High School,Manual,0,2,20/04/2013,0-1 Miles
21136,Natasha,Carlson,09/09/1985,M,F,20000,0,Partial High School,Manual,0,2,09/06/2013,0-1 Miles
21137,Steve,Li,15/05/1986,S,M,20000,0,Partial High School,Manual,0,2,18/10/2013,1-2 Miles
21138,Kaylee,Phillips,22/08/1978,M,F,70000,1,Partial College,Skilled Manual,1,1,30/07/2012,0-1 Miles
21139,Alex,Adams,20/06/1973,M,M,70000,1,Partial College,Skilled Manual,1,1,25/08/2013,2-5 Miles
21140,Byron,Diaz,12/10/1972,M,M,40000,4,High School,Skilled Manual,1,3,22/05/2013,5-10 Miles
21141,Omar,Li,06/03/1972,S,M,40000,4,High School,Skilled Manual,1,3,28/09/2013,10+ Miles
21142,Mason,Brooks,18/10/1966,M,M,40000,4,High School,Skilled Manual,1,3,22/12/2013,5-10 Miles
21143,Allison,Campbell,07/11/1977,M,F,60000,1,Partial College,Skilled Manual,1,1,28/09/2013,2-5 Miles
21144,Lucas,Richardson,05/02/1972,M,M,60000,1,Partial College,Skilled Manual,1,1,09/09/2013,0-1 Miles
21145,Mindy,Lal,30/11/1965,M,F,40000,0,Bachelors,Professional,0,1,31/10/2013,0-1 Miles
21146,Robert,Taylor,05/01/1977,M,M,60000,1,Partial College,Skilled Manual,1,1,05/09/2013,0-1 Miles
21147,Angel,Rogers,14/01/1966,M,M,60000,1,Partial College,Skilled Manual,1,1,24/09/2013,2-5 Miles
21148,Brianna,Gonzales,30/08/1972,S,F,50000,0,Partial College,Skilled Manual,1,1,04/07/2012,2-5 Miles
21149,Miguel,Diaz,21/06/1984,S,M,50000,0,Partial College,Skilled Manual,0,1,13/09/2013,2-5 Miles
21150,Alyssa,Ramirez,20/03/1984,S,F,60000,0,Graduate Degree,Professional,0,1,06/09/2013,0-1 Miles
21151,Aaron,Campbell,20/06/1973,S,M,60000,0,Graduate Degree,Professional,1,1,10/09/2013,2-5 Miles
21152,Amanda,Hill,05/01/1973,S,F,60000,0,Graduate Degree,Professional,0,1,01/09/2013,0-1 Miles
21153,James,Thompson,14/08/1972,M,M,60000,0,Graduate Degree,Professional,0,1,10/09/2013,0-1 Miles
21154,Michael,Clark,09/08/1933,M,M,50000,1,Graduate Degree,Professional,0,1,05/12/2013,0-1 Miles
21155,Jeremiah,Flores,01/09/1965,M,M,60000,1,Partial College,Skilled Manual,1,1,09/09/2013,2-5 Miles
21156,Maria,Lopez,23/08/1965,M,F,60000,1,Partial College,Skilled Manual,1,1,17/09/2013,0-1 Miles
21157,Robert,Perry,17/10/1964,M,M,60000,5,Bachelors,Professional,1,1,09/06/2013,0-1 Miles
21158,Trevor,Patterson,15/01/1965,S,M,60000,4,Bachelors,Professional,1,1,04/03/2013,2-5 Miles
21159,Kaitlyn,Rodriguez,05/06/1970,M,F,70000,5,Graduate Degree,Professional,1,3,20/02/2013,10+ Miles
21160,April,Xie,23/05/1965,M,F,80000,3,Graduate Degree,Professional,1,0,26/09/2013,0-1 Miles
21161,Megan,Johnson,11/09/1963,M,F,60000,1,Bachelors,Professional,1,1,22/09/2013,2-5 Miles
21162,Brooke,Sanchez,17/05/1975,S,F,60000,1,Bachelors,Professional,1,1,25/09/2013,2-5 Miles
21163,William,Williams,29/11/1974,M,M,70000,5,Graduate Degree,Professional,1,1,28/01/2014,2-5 Miles
21164,Troy,Raman,08/08/1963,M,M,70000,5,Graduate Degree,Professional,1,2,07/08/2013,2-5 Miles
21165,Sheila,Gomez,31/01/1975,S,F,80000,4,Graduate Degree,Management,1,0,28/01/2012,0-1 Miles
21166,Tamara,Yuan,12/09/1974,S,F,90000,1,Graduate Degree,Management,1,0,31/12/2011,0-1 Miles
21167,Kara,Becker,06/04/1986,S,F,90000,2,Graduate Degree,Management,0,0,21/01/2012,0-1 Miles
21168,Clifford,Chapman,20/10/1975,M,M,80000,4,Graduate Degree,Management,1,1,17/01/2012,0-1 Miles
21169,Nancy,Arun,20/02/1976,M,F,90000,2,Bachelors,Professional,1,0,28/01/2012,2-5 Miles
21170,Edwin,Sun,27/03/1974,M,M,70000,5,Bachelors,Professional,0,3,10/10/2013,10+ Miles
21171,Christopher,Taylor,02/02/1979,S,M,70000,5,Bachelors,Professional,1,3,06/05/2013,10+ Miles
21172,Francisco,Sanchez,04/05/1979,M,M,70000,5,Bachelors,Professional,0,3,12/03/2013,10+ Miles
21173,Chad,Yuan,12/05/1973,M,M,70000,5,Bachelors,Professional,1,3,31/12/2011,10+ Miles
21174,Andre,Smith,06/09/1983,M,M,70000,5,Bachelors,Professional,1,3,19/09/2013,10+ Miles
21175,Armando,Gomez,20/01/1973,S,M,80000,5,Graduate Degree,Management,1,2,21/07/2013,0-1 Miles
21176,Raul,Chande,03/02/1984,M,M,80000,5,Graduate Degree,Management,1,2,30/01/2013,0-1 Miles
21177,Kara,Nath,10/02/1978,M,F,80000,5,Graduate Degree,Management,1,2,06/08/2013,0-1 Miles
21178,Jillian,Saunders,06/12/1971,M,F,80000,5,Bachelors,Professional,0,3,12/08/2013,0-1 Miles
21179,Jaclyn,Zhou,09/01/1972,M,F,80000,5,Bachelors,Professional,1,3,24/01/2012,0-1 Miles
21180,Katherine,Flores,21/09/1970,S,F,60000,2,Bachelors,Professional,0,1,19/01/2012,0-1 Miles
21181,Summer,Sullivan,19/03/1971,S,F,60000,3,Bachelors,Professional,1,1,14/09/2013,2-5 Miles
21182,Lori,Navarro,13/05/1971,M,F,60000,3,Bachelors,Professional,1,1,05/12/2013,5-10 Miles
21183,Hector,Moreno,15/03/1974,M,M,70000,5,Bachelors,Professional,1,4,05/01/2012,10+ Miles
21184,Harold,Rodriguez,14/02/1974,S,M,70000,0,Bachelors,Professional,0,1,27/08/2013,5-10 Miles
21185,Gilbert,Jai,23/10/1973,M,M,80000,5,Bachelors,Professional,1,4,31/12/2013,1-2 Miles
21186,Randall,Vazquez,04/08/1970,S,M,70000,0,Bachelors,Professional,0,1,26/04/2013,5-10 Miles
21187,Darrell,Luo,13/10/1975,M,M,60000,3,Bachelors,Professional,1,2,01/07/2013,0-1 Miles
21188,Clifford,Sanchez,16/01/1970,M,M,60000,4,Bachelors,Professional,1,2,30/05/2013,5-10 Miles
21189,Desiree,Rubio,22/05/1969,M,F,60000,3,Bachelors,Professional,1,2,26/01/2012,5-10 Miles
21190,Pablo,Rovira Diez,22/08/1968,S,M,70000,0,Bachelors,Professional,0,1,08/02/2013,5-10 Miles
21191,Willie,Lu,23/07/1967,M,M,60000,1,Bachelors,Professional,1,1,03/01/2012,0-1 Miles
21192,Regina,Sai,24/02/1968,M,F,60000,1,Bachelors,Professional,1,1,18/01/2012,5-10 Miles
21193,Philip,Hernandez,11/01/1973,M,M,60000,1,Bachelors,Professional,1,1,29/12/2011,5-10 Miles
21194,Tara,Nara,20/06/1973,M,F,60000,1,Bachelors,Professional,1,1,25/01/2012,0-1 Miles
21195,Rafael,Xu,11/01/1973,M,M,60000,1,Bachelors,Professional,1,1,13/01/2012,0-1 Miles
21196,Kathleen,Alonso,09/05/1972,M,F,60000,1,Partial College,Skilled Manual,1,1,26/08/2013,5-10 Miles
21197,Sheena,Pal,18/07/1977,S,F,60000,1,Bachelors,Professional,1,1,11/01/2012,5-10 Miles
21198,Madison,Williams,17/12/1966,M,F,60000,1,Bachelors,Professional,1,1,01/10/2013,5-10 Miles
21199,Ruth,Raman,06/12/1966,S,F,60000,1,Partial College,Skilled Manual,1,1,05/01/2012,5-10 Miles
21200,Alison,Kumar,31/10/1966,S,F,60000,1,Partial College,Skilled Manual,1,1,01/01/2012,5-10 Miles
21201,Anna,Rogers,13/08/1934,S,F,80000,3,Graduate Degree,Management,1,1,11/01/2012,1-2 Miles
21202,Theresa,Torres,22/09/1971,S,F,100000,0,Graduate Degree,Management,0,1,27/01/2012,2-5 Miles
21203,Mary,Allen,23/06/1972,M,F,100000,0,Graduate Degree,Management,0,1,25/01/2012,2-5 Miles
21204,Candice,Lu,20/02/1972,S,F,100000,0,Bachelors,Professional,0,1,22/09/2013,5-10 Miles
21205,Denise,Vance,03/03/1977,S,F,110000,0,Graduate Degree,Management,0,2,24/01/2012,1-2 Miles
21206,Roberto,Moreno,03/09/1971,S,M,60000,1,Partial College,Skilled Manual,1,1,31/12/2011,5-10 Miles
21207,Vincent,Li,13/07/1971,M,M,60000,1,Partial College,Skilled Manual,1,1,25/05/2013,5-10 Miles
21208,Olivia,Griffin,03/12/1937,S,F,30000,2,Partial College,Clerical,1,2,28/04/2013,5-10 Miles
21209,Randall,Moreno,17/12/1970,S,M,70000,0,Bachelors,Professional,0,1,07/09/2013,5-10 Miles
21210,Colin,Luo,01/10/1970,S,M,80000,5,Bachelors,Professional,1,4,24/03/2013,1-2 Miles
21211,Louis,He,09/11/1969,S,M,70000,0,Bachelors,Professional,1,1,14/01/2012,5-10 Miles
21212,Nicolas,Lal,23/05/1970,S,M,70000,0,Bachelors,Professional,0,1,21/02/2013,5-10 Miles
21213,Peter,Black,16/05/1970,S,M,70000,0,Bachelors,Professional,0,1,26/10/2013,5-10 Miles
21214,Corey,She,29/09/1969,S,M,70000,0,Bachelors,Professional,1,1,19/01/2012,5-10 Miles
21215,Tiffany,Yang,24/08/1975,S,F,70000,0,Bachelors,Professional,1,1,07/01/2012,5-10 Miles
21216,Larry,Blanco,21/11/1969,S,M,80000,4,Bachelors,Professional,0,1,08/01/2012,1-2 Miles
21217,Casey,Xie,19/10/1970,S,F,90000,1,Bachelors,Professional,1,1,18/02/2012,2-5 Miles
21218,Wyatt,Rodriguez,10/12/1968,S,M,70000,0,Bachelors,Professional,0,1,12/02/2012,5-10 Miles
21219,Candice,Zhu,06/08/1968,S,F,70000,0,Bachelors,Professional,0,1,21/02/2012,5-10 Miles
21220,Meghan,Moyer,30/12/1967,M,F,70000,5,Partial College,Skilled Manual,1,2,30/03/2013,5-10 Miles
21221,Martin,Sai,19/01/1967,M,M,60000,1,Partial College,Skilled Manual,1,1,29/07/2013,5-10 Miles
21222,Kelvin,Xu,12/10/1972,M,M,60000,1,Partial College,Skilled Manual,1,1,15/02/2012,0-1 Miles
21223,Evelyn,Suri,24/03/1967,S,F,70000,5,Partial College,Skilled Manual,1,3,25/03/2013,10+ Miles
21224,Jamie,Alan,07/09/1963,M,M,90000,2,Bachelors,Professional,1,1,08/10/2013,1-2 Miles
21225,Michele,Jai,14/04/1964,S,F,90000,2,Bachelors,Professional,1,1,06/02/2012,2-5 Miles
21226,Dale,Nara,24/10/1961,S,M,80000,1,Partial College,Skilled Manual,0,1,18/02/2012,0-1 Miles
21227,Melanie,Morgan,07/10/1964,M,F,30000,2,Partial College,Clerical,0,2,24/09/2013,5-10 Miles
21228,Cassidy,Henderson,24/06/1964,M,F,40000,2,Bachelors,Management,1,1,10/02/2012,5-10 Miles
21229,Latoya,Jai,21/10/1964,S,F,40000,2,Bachelors,Management,1,1,27/02/2012,5-10 Miles
21230,Carla,Rodriguez,08/01/1959,M,F,40000,2,Bachelors,Management,1,1,06/02/2012,0-1 Miles
21231,Christine,Goel,10/07/1958,M,F,40000,2,Bachelors,Management,1,1,24/02/2012,0-1 Miles
21232,Levi,Garcia,08/12/1954,M,M,10000,2,High School,Skilled Manual,1,2,19/12/2013,5-10 Miles
21233,Christopher,Smith,12/09/1981,M,M,30000,0,High School,Skilled Manual,0,2,04/04/2013,0-1 Miles
21234,Brianna,Rivera,11/07/1981,S,F,30000,0,High School,Skilled Manual,1,2,18/02/2013,5-10 Miles
21235,Stephanie,Hernandez,05/05/1981,S,F,40000,0,High School,Skilled Manual,0,1,17/09/2013,0-1 Miles
21236,Adrian,Peterson,13/10/1980,S,M,40000,0,High School,Skilled Manual,1,1,25/08/2013,5-10 Miles
21237,Luke,Washington,09/08/1985,M,M,30000,0,High School,Skilled Manual,1,2,12/08/2013,5-10 Miles
21238,Carl,Tang,25/03/1986,S,M,30000,0,High School,Skilled Manual,0,2,03/04/2013,0-1 Miles
21239,Christy,Liang,03/05/1943,M,F,30000,2,Partial College,Clerical,0,2,30/06/2013,0-1 Miles
21240,Aaron,Jenkins,01/03/1985,S,M,30000,0,Partial High School,Clerical,0,2,20/03/2013,5-10 Miles
21241,Carson,Griffin,10/08/1984,S,M,30000,0,Partial High School,Clerical,0,2,10/05/2013,5-10 Miles
21242,Morgan,Patterson,14/12/1983,S,F,30000,0,Partial High School,Clerical,1,2,12/03/2013,5-10 Miles
21243,Juan,Bailey,04/04/1984,M,M,40000,0,High School,Skilled Manual,0,2,06/08/2013,0-1 Miles
21244,Allison,Torres,16/08/1983,M,F,40000,0,High School,Skilled Manual,1,2,04/06/2013,5-10 Miles
21245,Samantha,Rodriguez,22/12/1983,M,F,40000,0,High School,Skilled Manual,0,2,22/06/2013,0-1 Miles
21246,Samuel,Nelson,19/02/1984,S,M,40000,0,High School,Skilled Manual,0,2,17/09/2013,0-1 Miles
21247,Alex,Sanders,09/06/1984,M,M,40000,0,High School,Skilled Manual,1,2,04/10/2013,5-10 Miles
21248,Ramon,Li,11/11/1943,M,M,40000,2,Bachelors,Management,1,2,10/08/2013,5-10 Miles
21249,Alvin,Xu,15/09/1982,S,M,40000,0,High School,Skilled Manual,0,2,26/11/2013,0-1 Miles
21250,Fernando,Coleman,23/04/1983,M,M,40000,0,High School,Skilled Manual,1,2,24/04/2013,5-10 Miles
21251,Erika,Dominguez,09/04/1985,S,F,30000,0,Partial High School,Clerical,0,2,08/07/2013,5-10 Miles
21252,Luis,Chen,15/08/1984,S,M,30000,0,Partial High School,Clerical,1,2,10/02/2013,5-10 Miles
21253,Victoria,Williams,02/06/1985,S,F,40000,0,High School,Skilled Manual,0,2,24/09/2013,0-1 Miles
21254,Tonya,Black,08/06/1945,M,F,30000,2,Partial College,Clerical,0,2,11/02/2013,5-10 Miles
21255,Martha,Lu,01/03/1945,M,F,60000,2,Graduate Degree,Management,1,1,08/03/2013,0-1 Miles
21256,Meghan,Torres,08/10/1952,M,F,40000,2,Bachelors,Management,1,2,16/02/2012,0-1 Miles
21257,Evelyn,Subram,13/10/1946,M,F,40000,2,Bachelors,Management,1,2,01/02/2012,0-1 Miles
21258,Alfredo,Serrano,21/05/1949,S,M,40000,2,Bachelors,Management,1,2,04/02/2012,5-10 Miles
21259,Curtis,Cai,21/01/1949,S,M,60000,2,Graduate Degree,Management,1,1,07/02/2012,5-10 Miles
21260,Ariana,Howard,13/12/1981,S,F,40000,0,High School,Skilled Manual,1,2,27/09/2013,5-10 Miles
21261,Jessica,Kelly,01/12/1981,S,F,40000,0,Partial College,Skilled Manual,1,1,19/04/2013,5-10 Miles
21262,Sara,Edwards,29/11/1981,S,F,40000,0,Partial College,Skilled Manual,0,1,06/12/2013,1-2 Miles
21263,Gail,Russell,07/08/1980,S,F,40000,0,Partial College,Skilled Manual,0,1,06/06/2013,5-10 Miles
21264,Caleb,Butler,09/06/1984,S,M,60000,0,Partial College,Skilled Manual,1,1,11/09/2013,5-10 Miles
21265,Richard,Stone,10/03/1983,S,M,70000,0,Partial College,Skilled Manual,0,2,04/09/2013,5-10 Miles
21266,Taylor,Washington,18/08/1983,S,F,80000,0,Bachelors,Management,1,1,05/08/2012,1-2 Miles
21267,Charles,Parker,02/03/1979,M,M,80000,0,Bachelors,Management,1,1,07/09/2013,1-2 Miles
21268,Elizabeth,Lewis,11/06/1979,M,F,80000,0,Bachelors,Management,1,1,07/10/2013,1-2 Miles
